Date,fill_height,settlement
2015-08-12,0.0,0.0
2015-08-13,0.6,-2.3
2015-08-14,0.6,-2.425
2015-08-15,0.6,-2.55
2015-08-16,0.6,-2.675
2015-08-17,0.6,-2.8
2015-08-18,0.6,-2.8666666666666667
2015-08-19,0.6,-2.933333333333333
2015-08-20,0.6,-3.0
2015-08-21,0.6,-3.0
2015-08-22,0.6,-3.0
2015-08-23,0.6,-3.0
2015-08-24,0.8,-3.0
2015-08-25,0.8,-3.066666666666667
2015-08-26,0.8,-3.1333333333333333
2015-08-27,0.8,-3.2
2015-08-28,0.8,-3.375
2015-08-29,0.8,-3.55
2015-08-30,0.8,-3.725
2015-08-31,0.8,-3.9
2015-09-01,0.8,-4.066666666666666
2015-09-02,0.8,-4.233333333333333
2015-09-03,0.8,-4.4
2015-09-04,0.8,-5.1000000000000005
2015-09-05,0.8,-5.800000000000001
2015-09-06,0.8,-6.5
2015-09-07,0.8,-7.2
2015-09-08,0.8,-7.733333333333333
2015-09-09,0.8,-8.266666666666667
2015-09-10,0.8,-8.8
2015-09-11,0.8,-8.850000000000001
2015-09-12,0.8,-8.9
2015-09-13,0.8,-8.95
2015-09-14,1.4,-9.0
2015-09-15,1.4,-9.133333333333333
2015-09-16,1.4,-9.266666666666667
2015-09-17,1.4,-9.4
2015-09-18,1.4,-9.4
2015-09-19,1.4,-9.4
2015-09-20,1.4,-9.4
2015-09-21,1.4,-9.4
2015-09-22,1.4,-9.466666666666669
2015-09-23,1.4,-9.533333333333331
2015-09-24,1.4,-9.6
2015-09-25,1.4,-10.027272727272727
2015-09-26,1.4,-10.454545454545457
2015-09-27,1.4,-10.881818181818184
2015-09-28,1.4,-11.309090909090909
2015-09-29,1.4,-11.736363636363636
2015-09-30,1.4,-12.163636363636364
2015-10-01,1.4,-12.590909090909092
2015-10-02,1.4,-13.01818181818182
2015-10-03,1.4,-13.445454545454544
2015-10-04,1.4,-13.872727272727271
2015-10-05,1.6,-14.3
