Date,fill_height,settlement
2015-08-12,0.0,0.0
2015-08-13,1.0,-1.4
2015-08-14,1.0,-1.825
2015-08-15,1.0,-2.25
2015-08-16,1.0,-2.675
2015-08-17,1.0,-3.1
2015-08-18,1.0,-3.2666666666666666
2015-08-19,1.0,-3.4333333333333336
2015-08-20,1.0,-3.6
2015-08-21,1.0,-3.65
2015-08-22,1.0,-3.7
2015-08-23,1.0,-3.75
2015-08-24,1.0,-3.8
2015-08-25,1.0,-3.8
2015-08-26,1.0,-3.8
2015-08-27,1.0,-3.8
2015-08-28,1.0,-3.95
2015-08-29,1.0,-4.1
2015-08-30,1.0,-4.25
2015-08-31,1.0,-4.4
2015-09-01,1.0,-4.566666666666667
2015-09-02,1.0,-4.733333333333333
2015-09-03,1.0,-4.9
2015-09-04,1.0,-5.0
2015-09-05,1.0,-5.1
2015-09-06,1.0,-5.2
2015-09-07,1.0,-5.3
2015-09-08,1.0,-5.366666666666666
2015-09-09,1.0,-5.433333333333334
2015-09-10,1.0,-5.5
2015-09-11,1.0,-5.575
2015-09-12,1.0,-5.65
2015-09-13,1.0,-5.725
2015-09-14,1.5,-5.8
2015-09-15,1.5,-5.866666666666666
2015-09-16,1.5,-5.933333333333334
2015-09-17,1.5,-6.0
2015-09-18,1.5,-6.125
2015-09-19,1.5,-6.25
2015-09-20,1.5,-6.375
2015-09-21,1.5,-6.5
2015-09-22,1.5,-6.6
2015-09-23,1.5,-6.7
2015-09-24,1.5,-6.8
2015-09-25,1.5,-7.218181818181818
2015-09-26,1.5,-7.636363636363637
2015-09-27,1.5,-8.054545454545455
2015-09-28,1.5,-8.472727272727273
2015-09-29,1.5,-8.89090909090909
2015-09-30,1.5,-9.309090909090909
2015-10-01,1.5,-9.727272727272728
2015-10-02,1.5,-10.145454545454545
2015-10-03,1.5,-10.563636363636364
2015-10-04,1.5,-10.98181818181818
2015-10-05,1.8,-11.4
2015-10-06,1.8,-11.766666666666667
2015-10-07,1.8,-12.133333333333333
2015-10-08,1.8,-12.5
2015-10-09,1.8,-13.075
2015-10-10,1.8,-13.65
2015-10-11,1.8,-14.225
2015-10-12,1.8,-14.8
2015-10-13,1.8,-15.333333333333334
2015-10-14,1.8,-15.866666666666664
2015-10-15,1.8,-16.4
2015-10-16,1.8,-17.375
2015-10-17,1.8,-18.35
2015-10-18,1.8,-19.325
2015-10-19,2.1,-20.3
2015-10-20,2.1,-21.23333333333333
2015-10-21,2.1,-22.166666666666668
2015-10-22,2.1,-23.1
2015-10-23,2.1,-23.325000000000003
2015-10-24,2.1,-23.55
2015-10-25,2.1,-23.775
2015-10-26,2.1,-24.0
2015-10-27,2.1,-24.53333333333333
2015-10-28,2.1,-25.066666666666663
2015-10-29,2.1,-25.6
2015-10-30,2.1,-25.68
2015-10-31,2.1,-25.76
2015-11-01,2.1,-25.84
2015-11-02,2.1,-25.92
2015-11-03,2.1,-26.0
2015-11-04,2.1,-26.066666666666663
2015-11-05,2.1,-26.133333333333333
2015-11-06,2.1,-26.2
