Date,fill_height,settlement
2015-06-28,0.0,0.0
2015-06-29,0.4,-1.6
2015-06-30,0.4,-4.449999999999999
2015-07-01,0.8,-7.3
2015-07-02,0.8,-7.3
2015-07-03,0.8,-7.3
2015-07-04,0.8,-7.3
2015-07-05,0.8,-7.3
2015-07-06,0.8,-7.3
2015-07-07,0.8,-7.3
2015-07-08,0.8,-7.3
2015-07-09,1.0,-7.3
2015-07-10,1.0,-7.7
2015-07-11,1.0,-8.1
2015-07-12,1.0,-8.5
2015-07-13,1.0,-8.9
2015-07-14,1.7,-9.3
2015-07-15,1.7,-9.95
2015-07-16,1.7,-10.6
2015-07-17,1.7,-10.6
2015-07-18,1.7,-10.6
2015-07-19,1.7,-10.6
2015-07-20,1.7,-10.6
2015-07-21,1.7,-11.766666666666666
2015-07-22,1.7,-12.933333333333334
2015-07-23,1.7,-14.1
2015-07-24,1.7,-14.1
2015-07-25,1.7,-14.1
2015-07-26,1.7,-14.1
2015-07-27,1.7,-14.1
2015-07-28,1.7,-14.1
2015-07-29,1.7,-14.3
2015-07-30,1.7,-14.5
2015-07-31,1.7,-14.5
2015-08-01,1.7,-14.5
2015-08-02,1.7,-14.5
2015-08-03,1.7,-14.5
2015-08-04,1.7,-14.5
2015-08-05,1.7,-14.5
2015-08-06,1.7,-14.5
2015-08-07,1.7,-14.5
2015-08-08,1.7,-14.5
2015-08-09,1.7,-14.5
2015-08-10,1.7,-14.5
2015-08-11,1.7,-14.6
2015-08-12,1.7,-14.7
2015-08-13,2.0,-14.8
2015-08-14,2.0,-14.85
2015-08-15,2.0,-14.9
2015-08-16,2.0,-14.95
2015-08-17,2.0,-15.0
2015-08-18,2.0,-15.166666666666666
2015-08-19,2.0,-15.333333333333334
2015-08-20,2.0,-15.5
2015-08-21,2.0,-15.5
2015-08-22,2.0,-15.5
2015-08-23,2.0,-15.5
2015-08-24,2.0,-15.5
2015-08-25,2.0,-15.566666666666666
2015-08-26,2.0,-15.633333333333333
2015-08-27,2.0,-15.7
2015-08-28,2.0,-15.7
2015-08-29,2.0,-15.7
2015-08-30,2.0,-15.7
2015-08-31,2.0,-15.7
2015-09-01,2.0,-15.8
