Date,fill_height,settlement
2015-07-13,0.0,0.0
2015-07-14,0.5,-0.1
2015-07-15,0.5,-0.1
2015-07-16,0.5,-0.1
2015-07-17,0.5,-0.1
2015-07-18,0.5,-0.1
2015-07-19,0.5,-0.1
2015-07-20,0.7,-0.1
2015-07-21,0.7,-0.3
2015-07-22,0.7,-0.5
2015-07-23,0.7,-0.7
2015-07-24,0.7,-0.7
2015-07-25,0.7,-0.7
2015-07-26,0.7,-0.7
2015-07-27,0.7,-0.7
2015-07-28,0.7,-0.7
2015-07-29,0.7,-0.9
2015-07-30,0.7,-1.1
2015-07-31,0.7,-1.16
2015-08-01,0.7,-1.22
2015-08-02,0.7,-1.28
2015-08-03,0.7,-1.34
2015-08-04,0.7,-1.4
2015-08-05,0.7,-1.4
2015-08-06,0.7,-1.4
2015-08-07,0.7,-1.4
2015-08-08,0.7,-1.4
2015-08-09,0.7,-1.4
2015-08-10,0.7,-1.4
2015-08-11,0.7,-1.5333333333333332
2015-08-12,0.7,-1.6666666666666667
2015-08-13,0.7,-1.8
2015-08-14,0.7,-1.8
2015-08-15,0.7,-1.8
2015-08-16,0.7,-1.8
2015-08-17,0.7,-1.8
2015-08-18,0.7,-1.8666666666666667
2015-08-19,0.7,-1.9333333333333331
2015-08-20,0.7,-2.0
2015-08-21,0.7,-2.2
2015-08-22,0.7,-2.4
2015-08-23,0.7,-2.6
2015-08-24,0.7,-2.8
2015-08-25,0.7,-2.933333333333333
2015-08-26,0.7,-3.066666666666667
2015-08-27,0.7,-3.2
2015-08-28,0.7,-3.325
2015-08-29,0.7,-3.45
2015-08-30,0.7,-3.575
2015-08-31,0.7,-3.7
2015-09-01,0.7,-3.7
2015-09-02,0.7,-3.7
2015-09-03,0.7,-3.7
2015-09-04,0.7,-3.7
2015-09-05,0.7,-3.7
2015-09-06,0.7,-3.7
2015-09-07,0.7,-3.7
2015-09-08,0.7,-3.7
2015-09-09,0.7,-3.7
2015-09-10,0.7,-3.7
2015-09-11,0.7,-3.7
2015-09-12,0.7,-3.7
2015-09-13,0.7,-3.7
2015-09-14,1.1,-3.7
2015-09-15,1.1,-3.7
2015-09-16,1.1,-3.7
2015-09-17,1.1,-3.7
2015-09-18,1.1,-3.75
2015-09-19,1.1,-3.8
2015-09-20,1.1,-3.85
2015-09-21,1.1,-3.9
2015-09-22,1.1,-3.9666666666666655
2015-09-23,1.1,-4.033333333333333
2015-09-24,1.1,-4.1
2015-09-25,1.1,-4.172727272727273
2015-09-26,1.1,-4.245454545454545
2015-09-27,1.1,-4.318181818181818
2015-09-28,1.1,-4.390909090909091
2015-09-29,1.1,-4.463636363636364
2015-09-30,1.1,-4.536363636363636
2015-10-01,1.1,-4.609090909090909
2015-10-02,1.1,-4.681818181818182
2015-10-03,1.1,-4.754545454545455
2015-10-04,1.1,-4.827272727272728
2015-10-05,1.8,-4.9
2015-10-06,1.8,-4.9
2015-10-07,1.8,-4.9
2015-10-08,1.8,-4.9
2015-10-09,1.8,-5.0
2015-10-10,1.8,-5.1
2015-10-11,1.8,-5.2
2015-10-12,1.8,-5.3
2015-10-13,1.8,-5.366666666666666
2015-10-14,1.8,-5.433333333333334
2015-10-15,1.8,-5.5
2015-10-16,1.8,-5.65
2015-10-17,1.8,-5.8
2015-10-18,1.8,-5.949999999999999
2015-10-19,1.8,-6.1
2015-10-20,1.8,-7.333333333333333
2015-10-21,1.8,-8.566666666666666
2015-10-22,2.4,-9.8
2015-10-23,2.4,-10.075
2015-10-24,2.4,-10.35
2015-10-25,2.4,-10.625
2015-10-26,2.5,-10.9
2015-10-27,2.5,-11.1
2015-10-28,2.5,-11.3
2015-10-29,2.5,-11.5
2015-10-30,2.5,-11.5
2015-10-31,2.5,-11.5
2015-11-01,2.5,-11.5
2015-11-02,2.5,-11.5
2015-11-03,2.5,-11.5
2015-11-04,2.5,-11.566666666666666
2015-11-05,2.5,-11.633333333333333
2015-11-06,2.5,-11.7
2015-11-07,2.5,-11.825
2015-11-08,2.5,-11.95
2015-11-09,2.5,-12.075
2015-11-10,2.5,-12.2
2015-11-11,2.5,-12.2
2015-11-12,2.5,-12.2
2015-11-13,2.5,-12.2375
2015-11-14,2.5,-12.275
2015-11-15,2.5,-12.3125
2015-11-16,2.5,-12.35
2015-11-17,2.5,-12.3875
2015-11-18,2.5,-12.425
2015-11-19,2.5,-12.4625
2015-11-20,2.5,-12.5
2015-11-21,2.5,-12.557142857142855
2015-11-22,2.5,-12.614285714285714
2015-11-23,2.5,-12.67142857142857
2015-11-24,2.5,-12.72857142857143
2015-11-25,2.5,-12.785714285714286
2015-11-26,2.5,-12.842857142857143
2015-11-27,2.5,-12.9
2015-11-28,2.5,-13.157142857142857
2015-11-29,2.5,-13.414285714285716
2015-11-30,2.5,-13.67142857142857
2015-12-01,2.5,-13.928571428571429
2015-12-02,2.5,-14.185714285714283
2015-12-03,2.5,-14.442857142857145
2015-12-04,3.1,-14.7
2015-12-05,3.1,-14.7
2015-12-06,3.1,-14.7
2015-12-07,3.1,-14.7
2015-12-08,3.1,-14.7
2015-12-09,3.1,-14.7
2015-12-10,3.1,-14.7
2015-12-11,3.1,-14.7
2015-12-12,3.1,-14.75
2015-12-13,3.1,-14.8
2015-12-14,3.1,-14.85
2015-12-15,3.1,-14.9
2015-12-16,3.1,-14.9
2015-12-17,3.1,-14.9
2015-12-18,3.1,-14.9
2015-12-19,3.1,-14.9
2015-12-20,3.1,-14.9
2015-12-21,3.1,-14.9
2015-12-22,3.1,-14.9
2015-12-23,3.1,-14.9
2015-12-24,3.1,-14.966666666666669
2015-12-25,3.1,-15.033333333333331
2015-12-26,3.1,-15.1
2015-12-27,3.1,-15.166666666666668
2015-12-28,3.1,-15.233333333333334
2015-12-29,3.1,-15.3
2015-12-30,3.1,-15.3
2015-12-31,3.1,-15.3
2016-01-01,3.1,-15.333333333333334
2016-01-02,3.1,-15.366666666666667
2016-01-03,3.1,-15.4
2016-01-04,3.1,-15.433333333333334
2016-01-05,3.1,-15.466666666666669
2016-01-06,3.1,-15.5
2016-01-07,3.1,-15.5
2016-01-08,3.1,-15.5
2016-01-09,3.1,-15.6
2016-01-10,3.1,-15.7
2016-01-11,3.1,-15.8
2016-01-12,3.1,-15.85
2016-01-13,3.1,-15.9
2016-01-14,3.1,-15.95
2016-01-15,3.1,-16.0
2016-01-16,3.1,-16.066666666666666
2016-01-17,3.1,-16.133333333333333
2016-01-18,3.1,-16.2
2016-01-19,3.1,-16.225
2016-01-20,3.1,-16.25
2016-01-21,3.1,-16.275
2016-01-22,3.1,-16.3
2016-01-23,3.1,-16.35
2016-01-24,3.1,-16.4
2016-01-25,3.1,-16.45
2016-01-26,3.1,-16.5
2016-01-27,3.1,-16.566666666666666
2016-01-28,3.1,-16.633333333333333
2016-01-29,3.1,-16.7
2016-01-30,3.1,-16.7
2016-01-31,3.1,-16.7
2016-02-01,3.1,-16.7
