Date,fill_height,settlement
2015-09-13,0.0,0.0
2015-09-14,0.8,-1.9
2015-09-15,0.8,-2.5
2015-09-16,0.8,-3.1
2015-09-17,0.8,-3.7
2015-09-18,0.8,-3.75
2015-09-19,0.8,-3.8
2015-09-20,0.8,-3.85
2015-09-21,0.8,-3.9
2015-09-22,0.8,-4.0
2015-09-23,0.8,-4.1
2015-09-24,0.8,-4.2
2015-09-25,0.8,-4.2
2015-09-26,0.8,-4.2
2015-09-27,0.8,-4.2
2015-09-28,0.8,-4.2
2015-09-29,0.8,-4.2
2015-09-30,0.8,-4.2
2015-10-01,0.8,-4.2
2015-10-02,0.8,-4.2
2015-10-03,0.8,-4.2
2015-10-04,0.8,-4.2
2015-10-05,0.8,-4.2
2015-10-06,0.8,-4.2
2015-10-07,0.8,-4.2
2015-10-08,0.8,-4.2
2015-10-09,0.8,-4.25
2015-10-10,0.8,-4.300000000000001
2015-10-11,0.8,-4.3500000000000005
2015-10-12,0.8,-4.4
2015-10-13,0.8,-4.533333333333333
2015-10-14,0.8,-4.666666666666667
2015-10-15,0.8,-4.8
2015-10-16,0.8,-4.9
2015-10-17,0.8,-5.0
2015-10-18,0.8,-5.1
2015-10-19,0.8,-5.2
2015-10-20,0.8,-5.3
2015-10-21,0.8,-5.4
2015-10-22,0.8,-5.5
2015-10-23,0.8,-6.55
2015-10-24,0.8,-7.6
2015-10-25,0.8,-8.649999999999999
2015-10-26,1.6,-9.7
2015-10-27,1.6,-10.7
2015-10-28,1.6,-11.7
2015-10-29,1.6,-12.7
2015-10-30,1.6,-13.38
2015-10-31,1.6,-14.06
2015-11-01,1.6,-14.74
2015-11-02,1.6,-15.420000000000002
2015-11-03,1.6,-16.1
2015-11-04,1.6,-16.76666666666667
2015-11-05,1.6,-17.433333333333334
2015-11-06,1.6,-18.1
2015-11-07,1.6,-18.1
2015-11-08,1.6,-18.1
2015-11-09,1.6,-18.1
2015-11-10,1.6,-18.1
2015-11-11,1.6,-18.200000000000003
2015-11-12,1.6,-18.3
2015-11-13,1.6,-18.325
2015-11-14,1.6,-18.35
2015-11-15,1.6,-18.375
2015-11-16,1.6,-18.4
2015-11-17,1.6,-18.425
2015-11-18,1.6,-18.45
2015-11-19,1.6,-18.475
2015-11-20,1.6,-18.5
2015-11-21,1.6,-18.542857142857144
2015-11-22,1.6,-18.585714285714285
2015-11-23,1.6,-18.62857142857143
2015-11-24,1.6,-18.67142857142857
2015-11-25,1.6,-18.714285714285715
2015-11-26,1.6,-18.757142857142856
2015-11-27,1.6,-18.8
2015-11-28,1.6,-19.02857142857143
2015-11-29,1.6,-19.257142857142856
2015-11-30,1.6,-19.485714285714284
2015-12-01,1.6,-19.714285714285715
2015-12-02,1.6,-19.942857142857143
2015-12-03,1.6,-20.17142857142857
2015-12-04,1.9,-20.4
2015-12-05,1.9,-20.525
2015-12-06,1.9,-20.65
2015-12-07,1.9,-20.775
2015-12-08,1.9,-20.9
2015-12-09,1.9,-21.0
2015-12-10,1.9,-21.1
2015-12-11,1.9,-21.2
2015-12-12,1.9,-21.2
2015-12-13,1.9,-21.2
2015-12-14,1.9,-21.2
2015-12-15,1.9,-21.2
2015-12-16,1.9,-21.266666666666666
2015-12-17,1.9,-21.33333333333333
2015-12-18,1.9,-21.4
2015-12-19,1.9,-21.44
2015-12-20,1.9,-21.48
2015-12-21,1.9,-21.52
2015-12-22,1.9,-21.56
2015-12-23,2.8,-21.6
2015-12-24,2.8,-21.633333333333333
2015-12-25,2.8,-21.666666666666668
2015-12-26,2.8,-21.700000000000003
2015-12-27,2.8,-21.73333333333333
2015-12-28,2.8,-21.766666666666666
2015-12-29,2.8,-21.8
2015-12-30,2.8,-21.8
2015-12-31,2.8,-21.8
2016-01-01,2.8,-21.95
2016-01-02,2.8,-22.1
2016-01-03,2.8,-22.25
2016-01-04,2.8,-22.4
2016-01-05,2.8,-22.55
2016-01-06,3.4,-22.7
2016-01-07,3.4,-23.0
2016-01-08,3.6,-23.3
2016-01-09,3.6,-23.366666666666667
2016-01-10,3.6,-23.433333333333334
2016-01-11,3.6,-23.5
2016-01-12,3.6,-23.575
2016-01-13,3.6,-23.65
2016-01-14,3.6,-23.725
2016-01-15,3.6,-23.8
2016-01-16,3.6,-23.866666666666667
2016-01-17,3.6,-23.933333333333334
2016-01-18,3.6,-24.0
2016-01-19,3.6,-24.05
2016-01-20,3.6,-24.1
2016-01-21,3.6,-24.15
2016-01-22,3.6,-24.2
2016-01-23,3.6,-24.275
2016-01-24,3.6,-24.35
2016-01-25,3.6,-24.425
2016-01-26,3.6,-24.5
2016-01-27,3.6,-24.566666666666663
2016-01-28,3.6,-24.633333333333333
2016-01-29,3.6,-24.7
2016-01-30,3.6,-24.7
2016-01-31,3.6,-24.7
2016-02-01,3.6,-24.7
2016-02-02,3.6,-24.766666666666666
2016-02-03,3.6,-24.83333333333333
2016-02-04,3.6,-24.9
2016-02-05,3.6,-24.933333333333334
2016-02-06,3.6,-24.966666666666665
2016-02-07,3.6,-25.0
2016-02-08,3.6,-25.03333333333333
2016-02-09,3.6,-25.066666666666663
2016-02-10,3.6,-25.1
2016-02-11,3.6,-25.133333333333333
2016-02-12,3.6,-25.166666666666668
2016-02-13,3.6,-25.2
2016-02-14,3.6,-25.23333333333333
2016-02-15,3.6,-25.266666666666666
2016-02-16,3.6,-25.3
2016-02-17,3.6,-25.33333333333333
2016-02-18,3.6,-25.366666666666667
2016-02-19,3.6,-25.4
2016-02-20,3.6,-25.425
2016-02-21,3.6,-25.45
2016-02-22,3.6,-25.475
2016-02-23,3.6,-25.5
2016-02-24,3.6,-25.5
2016-02-25,3.6,-25.5
2016-02-26,3.6,-25.5
2016-02-27,3.6,-25.5
2016-02-28,3.6,-25.5
2016-02-29,3.6,-25.5
2016-03-01,3.6,-25.5
2016-03-02,3.6,-25.5
2016-03-03,3.6,-25.5
2016-03-04,3.6,-25.5
2016-03-05,3.6,-25.52857142857143
2016-03-06,3.6,-25.557142857142857
2016-03-07,3.6,-25.585714285714285
2016-03-08,3.6,-25.614285714285717
2016-03-09,3.6,-25.642857142857142
2016-03-10,3.6,-25.67142857142857
2016-03-11,3.6,-25.7
2016-03-12,3.6,-25.7
2016-03-13,3.6,-25.7
2016-03-14,3.6,-25.7
2016-03-15,3.6,-25.7
2016-03-16,3.6,-25.7
2016-03-17,3.6,-25.7
2016-03-18,3.6,-25.7
2016-03-19,3.6,-25.7
2016-03-20,3.6,-25.7
2016-03-21,3.6,-25.7
2016-03-22,3.6,-25.7
2016-03-23,3.6,-25.7
2016-03-24,3.6,-25.7
2016-03-25,3.6,-25.7
2016-03-26,3.6,-25.7
2016-03-27,3.6,-25.7
2016-03-28,3.6,-25.7
2016-03-29,3.6,-25.7
2016-03-30,3.6,-25.7
2016-03-31,3.6,-25.7
2016-04-01,3.6,-25.7
2016-04-02,3.6,-25.7
2016-04-03,3.6,-25.7
2016-04-04,3.6,-25.7
2016-04-05,3.6,-25.7
2016-04-06,3.6,-25.7
2016-04-07,3.6,-25.7
2016-04-08,3.6,-25.7
2016-04-09,3.6,-25.7
2016-04-10,3.6,-25.7
2016-04-11,3.6,-25.7
2016-04-12,3.6,-25.7
2016-04-13,3.6,-25.7
2016-04-14,3.6,-25.7
2016-04-15,3.6,-25.7
2016-04-16,3.6,-25.7
2016-04-17,3.6,-25.7
2016-04-18,3.6,-25.7
2016-04-19,3.6,-25.7
2016-04-20,3.6,-25.7
