Date,fill_height,settlement
2015-08-30,0.0,0.0
2015-08-31,0.5,-3.0
2015-09-01,0.5,-3.2
2015-09-02,0.5,-3.4
2015-09-03,0.5,-3.6
2015-09-04,0.5,-4.525
2015-09-05,0.5,-5.45
2015-09-06,0.5,-6.375
2015-09-07,0.5,-7.3
2015-09-08,0.5,-7.6
2015-09-09,0.5,-7.899999999999999
2015-09-10,0.5,-8.2
2015-09-11,0.5,-8.2
2015-09-12,0.5,-8.2
2015-09-13,0.5,-8.2
2015-09-14,0.6,-8.2
2015-09-15,0.6,-8.2
2015-09-16,0.6,-8.2
2015-09-17,0.6,-8.2
2015-09-18,0.6,-8.2
2015-09-19,0.6,-8.2
2015-09-20,0.6,-8.2
2015-09-21,0.6,-8.2
2015-09-22,0.6,-8.2
2015-09-23,0.6,-8.2
2015-09-24,0.6,-8.2
2015-09-25,0.6,-8.254545454545454
2015-09-26,0.6,-8.309090909090909
2015-09-27,0.6,-8.363636363636363
2015-09-28,0.6,-8.418181818181818
2015-09-29,0.6,-8.472727272727273
2015-09-30,0.6,-8.527272727272727
2015-10-01,0.6,-8.581818181818182
2015-10-02,0.6,-8.636363636363637
2015-10-03,0.6,-8.690909090909091
2015-10-04,0.6,-8.745454545454546
2015-10-05,1.2,-8.8
2015-10-06,1.2,-8.966666666666667
2015-10-07,1.2,-9.133333333333336
2015-10-08,1.5,-9.3
2015-10-09,1.5,-9.475
2015-10-10,1.5,-9.65
2015-10-11,1.5,-9.825
2015-10-12,1.5,-10.0
2015-10-13,1.5,-11.6
2015-10-14,1.5,-13.2
2015-10-15,1.7,-14.8
2015-10-16,1.7,-16.15
2015-10-17,1.7,-17.5
2015-10-18,1.7,-18.85
2015-10-19,2.0,-20.2
2015-10-20,2.0,-20.8
2015-10-21,2.0,-21.4
2015-10-22,2.3,-22.0
2015-10-23,2.3,-23.225
2015-10-24,2.3,-24.45
2015-10-25,2.3,-25.675
2015-10-26,2.8,-26.9
2015-10-27,2.8,-27.8
2015-10-28,2.8,-28.7
2015-10-29,2.8,-29.6
2015-10-30,2.8,-29.92
2015-10-31,2.8,-30.24
2015-11-01,2.8,-30.56
2015-11-02,2.8,-30.88
2015-11-03,2.8,-31.2
2015-11-04,2.8,-31.466666666666665
2015-11-05,2.8,-31.73333333333333
2015-11-06,2.8,-32.0
2015-11-07,2.8,-32.05
2015-11-08,2.8,-32.1
2015-11-09,2.8,-32.150000000000006
2015-11-10,2.8,-32.2
2015-11-11,2.8,-32.45
2015-11-12,2.8,-32.7
2015-11-13,2.8,-32.775000000000006
2015-11-14,2.8,-32.85
2015-11-15,2.8,-32.925
2015-11-16,2.8,-33.0
2015-11-17,2.8,-33.075
2015-11-18,2.8,-33.15
2015-11-19,2.8,-33.224999999999994
2015-11-20,2.8,-33.3
2015-11-21,2.8,-33.37142857142857
2015-11-22,2.8,-33.44285714285714
2015-11-23,2.8,-33.51428571428571
2015-11-24,2.8,-33.58571428571428
2015-11-25,2.8,-33.65714285714285
2015-11-26,2.8,-33.72857142857143
2015-11-27,2.8,-33.8
2015-11-28,2.8,-33.82857142857143
2015-11-29,2.8,-33.857142857142854
2015-11-30,2.8,-33.885714285714286
2015-12-01,2.8,-33.91428571428571
2015-12-02,2.8,-33.94285714285714
2015-12-03,2.8,-33.97142857142857
2015-12-04,2.8,-34.0
2015-12-05,2.8,-34.0
2015-12-06,2.8,-34.0
2015-12-07,2.8,-34.0
2015-12-08,2.8,-34.0
2015-12-09,2.8,-35.4
2015-12-10,2.8,-36.8
2015-12-11,3.2,-38.2
2015-12-12,3.2,-38.85
2015-12-13,3.2,-39.5
2015-12-14,3.2,-40.15
2015-12-15,3.2,-40.8
2015-12-16,3.2,-41.3
2015-12-17,3.2,-41.8
2015-12-18,3.2,-42.3
2015-12-19,3.2,-42.3
2015-12-20,3.2,-42.3
2015-12-21,3.2,-42.3
2015-12-22,3.2,-42.3
2015-12-23,3.2,-42.3
2015-12-24,3.2,-42.4
2015-12-25,3.2,-42.5
2015-12-26,3.2,-42.6
2015-12-27,3.2,-42.7
2015-12-28,3.2,-42.8
2015-12-29,3.2,-42.9
2015-12-30,3.2,-43.0
2015-12-31,3.2,-43.1
2016-01-01,3.2,-43.16666666666667
2016-01-02,3.2,-43.23333333333333
2016-01-03,3.2,-43.3
2016-01-04,3.2,-43.36666666666667
2016-01-05,3.2,-43.43333333333334
2016-01-06,3.2,-43.5
2016-01-07,3.2,-43.6
2016-01-08,3.2,-43.7
2016-01-09,3.2,-43.766666666666666
2016-01-10,3.2,-43.833333333333336
2016-01-11,3.2,-43.9
2016-01-12,3.2,-43.975
2016-01-13,3.2,-44.05
2016-01-14,3.2,-44.125
2016-01-15,3.2,-44.2
2016-01-16,3.2,-44.2
2016-01-17,3.2,-44.2
2016-01-18,3.2,-44.2
2016-01-19,3.2,-44.225
2016-01-20,3.2,-44.25
2016-01-21,3.2,-44.275
2016-01-22,3.2,-44.3
2016-01-23,3.2,-44.375
2016-01-24,3.2,-44.45
2016-01-25,3.2,-44.525
2016-01-26,3.2,-44.6
2016-01-27,3.2,-44.63333333333333
2016-01-28,3.2,-44.66666666666667
2016-01-29,3.2,-44.7
2016-01-30,3.2,-44.7
2016-01-31,3.2,-44.7
2016-02-01,3.2,-44.7
2016-02-02,3.2,-44.766666666666666
2016-02-03,3.2,-44.833333333333336
2016-02-04,3.2,-44.9
2016-02-05,3.2,-44.94166666666666
2016-02-06,3.2,-44.98333333333333
2016-02-07,3.2,-45.025
2016-02-08,3.2,-45.06666666666666
2016-02-09,3.2,-45.10833333333333
2016-02-10,3.2,-45.15
2016-02-11,3.2,-45.19166666666666
2016-02-12,3.2,-45.23333333333333
2016-02-13,3.2,-45.275
2016-02-14,3.2,-45.31666666666666
2016-02-15,3.2,-45.35833333333333
2016-02-16,3.2,-45.4
2016-02-17,3.2,-45.43333333333333
2016-02-18,3.2,-45.46666666666667
2016-02-19,3.2,-45.5
2016-02-20,3.2,-45.5
2016-02-21,3.2,-45.5
2016-02-22,3.2,-45.5
2016-02-23,3.2,-45.5
2016-02-24,3.2,-45.53333333333333
2016-02-25,3.2,-45.56666666666667
2016-02-26,3.2,-45.6
2016-02-27,3.2,-45.62857142857143
2016-02-28,3.2,-45.65714285714286
2016-02-29,3.2,-45.68571428571428
2016-03-01,3.2,-45.71428571428572
2016-03-02,3.2,-45.74285714285714
2016-03-03,3.2,-45.77142857142857
2016-03-04,3.2,-45.8
2016-03-05,3.2,-45.8
2016-03-06,3.2,-45.8
2016-03-07,3.2,-45.8
2016-03-08,3.2,-45.8
2016-03-09,3.2,-45.8
2016-03-10,3.2,-45.8
2016-03-11,3.2,-45.8
2016-03-12,3.2,-45.85
2016-03-13,3.2,-45.9
2016-03-14,3.2,-45.95
2016-03-15,3.2,-46.0
2016-03-16,3.2,-46.0
2016-03-17,3.2,-46.0
2016-03-18,3.2,-46.0
2016-03-19,3.2,-46.0
2016-03-20,3.2,-46.0
2016-03-21,3.2,-46.0
2016-03-22,3.2,-46.0
2016-03-23,3.2,-46.0
2016-03-24,3.2,-46.0
2016-03-25,3.2,-46.0
2016-03-26,3.2,-46.03333333333333
2016-03-27,3.2,-46.06666666666667
2016-03-28,3.2,-46.1
2016-03-29,3.2,-46.13333333333333
