Date,fill_height,settlement
2015-08-12,0.0,0.0
2015-08-13,1.0,-2.2
2015-08-14,1.0,-2.5
2015-08-15,1.0,-2.8
2015-08-16,1.0,-3.1
2015-08-17,1.0,-3.4
2015-08-18,1.0,-3.6
2015-08-19,1.0,-3.8
2015-08-20,1.0,-4.0
2015-08-21,1.0,-4.35
2015-08-22,1.0,-4.7
2015-08-23,1.0,-5.050000000000001
2015-08-24,1.0,-5.4
2015-08-25,1.0,-5.6000000000000005
2015-08-26,1.0,-5.8
2015-08-27,1.0,-6.0
2015-08-28,1.0,-6.15
2015-08-29,1.0,-6.3
2015-08-30,1.0,-6.449999999999999
2015-08-31,1.0,-6.6
2015-09-01,1.0,-6.866666666666666
2015-09-02,1.0,-7.133333333333334
2015-09-03,1.0,-7.4
2015-09-04,1.0,-7.45
2015-09-05,1.0,-7.5
2015-09-06,1.0,-7.55
2015-09-07,1.0,-7.6
2015-09-08,1.0,-7.666666666666666
2015-09-09,1.0,-7.733333333333333
2015-09-10,1.0,-7.8
2015-09-11,1.0,-8.0
2015-09-12,1.0,-8.2
2015-09-13,1.0,-8.4
2015-09-14,1.5,-8.6
2015-09-15,1.5,-9.033333333333331
2015-09-16,1.5,-9.466666666666669
2015-09-17,1.5,-9.9
2015-09-18,1.5,-10.0
2015-09-19,1.5,-10.1
2015-09-20,1.5,-10.2
2015-09-21,1.5,-10.3
2015-09-22,1.5,-10.4
2015-09-23,1.5,-10.5
2015-09-24,1.5,-10.6
2015-09-25,1.5,-11.045454545454543
2015-09-26,1.5,-11.49090909090909
2015-09-27,1.5,-11.936363636363636
2015-09-28,1.5,-12.38181818181818
2015-09-29,1.5,-12.827272727272728
2015-09-30,1.5,-13.272727272727272
2015-10-01,1.5,-13.71818181818182
2015-10-02,1.5,-14.163636363636364
2015-10-03,1.5,-14.60909090909091
2015-10-04,1.5,-15.054545454545456
2015-10-05,1.7,-15.5
2015-10-06,1.7,-15.7
2015-10-07,1.7,-15.9
2015-10-08,1.7,-16.1
2015-10-09,1.7,-16.675
2015-10-10,1.7,-17.25
2015-10-11,1.7,-17.825
2015-10-12,1.7,-18.4
2015-10-13,1.7,-18.766666666666666
2015-10-14,1.7,-19.133333333333333
2015-10-15,1.7,-19.5
2015-10-16,1.7,-20.15
2015-10-17,1.7,-20.8
2015-10-18,1.7,-21.450000000000003
2015-10-19,2.2,-22.1
2015-10-20,2.2,-22.8
2015-10-21,2.2,-23.5
2015-10-22,2.2,-24.2
2015-10-23,2.2,-24.625
2015-10-24,2.2,-25.05
2015-10-25,2.2,-25.475
2015-10-26,2.2,-25.9
2015-10-27,2.2,-26.4
