Date,fill_height,settlement
2015-08-30,0.0,0.0
2015-08-31,0.5,-6.1
2015-09-01,0.5,-6.166666666666666
2015-09-02,0.5,-6.233333333333333
2015-09-03,0.5,-6.3
2015-09-04,0.5,-6.775
2015-09-05,0.5,-7.25
2015-09-06,0.5,-7.725
2015-09-07,0.5,-8.2
2015-09-08,0.5,-8.5
2015-09-09,0.5,-8.799999999999999
2015-09-10,0.5,-9.1
2015-09-11,0.5,-9.375
2015-09-12,0.5,-9.65
2015-09-13,0.5,-9.925
2015-09-14,0.5,-10.2
2015-09-15,0.5,-10.433333333333334
2015-09-16,0.5,-10.666666666666666
2015-09-17,0.5,-10.9
2015-09-18,0.5,-10.9
2015-09-19,0.5,-10.9
2015-09-20,0.5,-10.9
2015-09-21,0.5,-10.9
2015-09-22,0.5,-10.9
2015-09-23,0.5,-10.9
2015-09-24,0.5,-10.9
2015-09-25,0.5,-11.181818181818182
2015-09-26,0.5,-11.463636363636365
2015-09-27,0.5,-11.745454545454546
2015-09-28,0.5,-12.027272727272727
2015-09-29,0.5,-12.309090909090909
2015-09-30,0.5,-12.590909090909092
2015-10-01,0.5,-12.872727272727271
2015-10-02,0.5,-13.154545454545454
2015-10-03,0.5,-13.436363636363636
2015-10-04,0.5,-13.71818181818182
2015-10-05,1.1,-14.0
2015-10-06,1.1,-14.1
2015-10-07,1.1,-14.2
2015-10-08,1.5,-14.3
2015-10-09,1.5,-14.5
2015-10-10,1.5,-14.7
2015-10-11,1.5,-14.9
2015-10-12,1.5,-15.1
2015-10-13,1.5,-16.433333333333334
2015-10-14,1.5,-17.766666666666666
2015-10-15,1.9,-19.1
2015-10-16,1.9,-20.025
2015-10-17,1.9,-20.950000000000003
2015-10-18,1.9,-21.875
2015-10-19,2.2,-22.8
2015-10-20,2.2,-23.566666666666663
2015-10-21,2.2,-24.333333333333336
2015-10-22,2.5,-25.1
2015-10-23,2.5,-25.700000000000003
2015-10-24,2.5,-26.3
2015-10-25,2.5,-26.9
2015-10-26,2.7,-27.5
2015-10-27,2.7,-28.366666666666667
2015-10-28,2.7,-29.23333333333333
2015-10-29,2.7,-30.1
2015-10-30,2.7,-30.24
2015-10-31,2.7,-30.380000000000003
2015-11-01,2.7,-30.52
2015-11-02,2.7,-30.66
2015-11-03,2.7,-30.8
2015-11-04,2.7,-31.066666666666663
2015-11-05,2.7,-31.333333333333336
2015-11-06,2.7,-31.6
2015-11-07,2.7,-31.700000000000003
2015-11-08,2.7,-31.8
2015-11-09,2.7,-31.9
2015-11-10,2.7,-32.0
2015-11-11,2.7,-32.1
2015-11-12,2.7,-32.2
2015-11-13,2.7,-32.275000000000006
2015-11-14,2.7,-32.35
2015-11-15,2.7,-32.425
2015-11-16,2.7,-32.5
2015-11-17,2.7,-32.575
2015-11-18,2.7,-32.65
2015-11-19,2.7,-32.724999999999994
2015-11-20,2.7,-32.8
2015-11-21,2.7,-32.87142857142857
2015-11-22,2.7,-32.94285714285714
2015-11-23,2.7,-33.01428571428571
2015-11-24,2.7,-33.08571428571428
2015-11-25,2.7,-33.15714285714285
2015-11-26,2.7,-33.22857142857143
2015-11-27,2.7,-33.3
2015-11-28,2.7,-33.32857142857143
2015-11-29,2.7,-33.357142857142854
2015-11-30,2.7,-33.385714285714286
2015-12-01,2.7,-33.41428571428571
2015-12-02,2.7,-33.44285714285714
2015-12-03,2.7,-33.47142857142857
2015-12-04,2.7,-33.5
2015-12-05,2.7,-33.575
2015-12-06,2.7,-33.65
2015-12-07,2.7,-33.724999999999994
2015-12-08,2.7,-33.8
2015-12-09,2.7,-34.9
2015-12-10,2.7,-36.0
2015-12-11,3.1,-37.1
2015-12-12,3.1,-37.875
2015-12-13,3.1,-38.650000000000006
2015-12-14,3.1,-39.425
2015-12-15,3.1,-40.2
2015-12-16,3.1,-40.5
2015-12-17,3.1,-40.8
2015-12-18,3.1,-41.1
2015-12-19,3.1,-41.1
2015-12-20,3.1,-41.1
2015-12-21,3.1,-41.1
2015-12-22,3.1,-41.1
2015-12-23,3.1,-41.1
2015-12-24,3.1,-41.16666666666667
2015-12-25,3.1,-41.23333333333333
2015-12-26,3.1,-41.3
2015-12-27,3.1,-41.36666666666667
2015-12-28,3.1,-41.43333333333334
2015-12-29,3.1,-41.5
2015-12-30,3.1,-41.6
2015-12-31,3.1,-41.7
2016-01-01,3.1,-41.766666666666666
2016-01-02,3.1,-41.833333333333336
2016-01-03,3.1,-41.900000000000006
2016-01-04,3.1,-41.96666666666667
2016-01-05,3.1,-42.03333333333333
2016-01-06,3.2,-42.1
2016-01-07,3.2,-42.2
2016-01-08,3.2,-42.3
2016-01-09,3.2,-42.36666666666667
2016-01-10,3.2,-42.43333333333333
2016-01-11,3.2,-42.5
2016-01-12,3.2,-42.55
2016-01-13,3.2,-42.6
2016-01-14,3.2,-42.650000000000006
2016-01-15,3.2,-42.7
2016-01-16,3.2,-42.73333333333333
2016-01-17,3.2,-42.766666666666666
2016-01-18,3.2,-42.8
2016-01-19,3.2,-42.825
2016-01-20,3.2,-42.85
2016-01-21,3.2,-42.875
2016-01-22,3.2,-42.9
2016-01-23,3.2,-42.975
2016-01-24,3.2,-43.05
2016-01-25,3.2,-43.125
2016-01-26,3.2,-43.2
2016-01-27,3.2,-43.266666666666666
2016-01-28,3.2,-43.333333333333336
2016-01-29,3.2,-43.4
2016-01-30,3.2,-43.46666666666667
2016-01-31,3.2,-43.53333333333333
2016-02-01,3.2,-43.6
2016-02-02,3.2,-43.63333333333333
2016-02-03,3.2,-43.66666666666667
2016-02-04,3.2,-43.7
2016-02-05,3.2,-43.73333333333333
2016-02-06,3.2,-43.766666666666666
2016-02-07,3.2,-43.8
2016-02-08,3.2,-43.833333333333336
2016-02-09,3.2,-43.86666666666667
2016-02-10,3.2,-43.900000000000006
2016-02-11,3.2,-43.93333333333334
2016-02-12,3.2,-43.96666666666667
2016-02-13,3.2,-44.0
2016-02-14,3.2,-44.03333333333333
2016-02-15,3.2,-44.06666666666667
2016-02-16,3.2,-44.1
2016-02-17,3.2,-44.1
2016-02-18,3.2,-44.1
2016-02-19,3.2,-44.1
2016-02-20,3.2,-44.15
2016-02-21,3.2,-44.2
2016-02-22,3.2,-44.25
2016-02-23,3.2,-44.3
2016-02-24,3.2,-44.3
2016-02-25,3.2,-44.3
2016-02-26,3.2,-44.3
2016-02-27,3.2,-44.32857142857143
2016-02-28,3.2,-44.35714285714285
2016-02-29,3.2,-44.385714285714286
2016-03-01,3.2,-44.41428571428571
2016-03-02,3.2,-44.44285714285714
2016-03-03,3.2,-44.47142857142857
2016-03-04,3.2,-44.5
2016-03-05,3.2,-44.5
2016-03-06,3.2,-44.5
2016-03-07,3.2,-44.5
2016-03-08,3.2,-44.5
2016-03-09,3.2,-44.5
2016-03-10,3.2,-44.5
2016-03-11,3.2,-44.5
2016-03-12,3.2,-44.5
2016-03-13,3.2,-44.5
2016-03-14,3.2,-44.5
2016-03-15,3.2,-44.5
2016-03-16,3.2,-44.56666666666667
2016-03-17,3.2,-44.63333333333333
2016-03-18,3.2,-44.7
2016-03-19,3.2,-44.7
2016-03-20,3.2,-44.7
2016-03-21,3.2,-44.7
2016-03-22,3.2,-44.7
2016-03-23,3.2,-44.7
2016-03-24,3.2,-44.7
2016-03-25,3.2,-44.7
2016-03-26,3.2,-44.73333333333333
2016-03-27,3.2,-44.766666666666666
2016-03-28,3.2,-44.8
2016-03-29,3.2,-44.833333333333336
2016-03-30,3.2,-44.86666666666667
2016-03-31,3.2,-44.9
2016-04-01,3.2,-44.91428571428571
2016-04-02,3.2,-44.92857142857143
2016-04-03,3.2,-44.94285714285714
2016-04-04,3.2,-44.957142857142856
2016-04-05,3.2,-44.97142857142857
2016-04-06,3.2,-44.98571428571429
2016-04-07,3.2,-45.0
2016-04-08,3.2,-45.0
2016-04-09,3.2,-45.0
2016-04-10,3.2,-45.0
2016-04-11,3.2,-45.0
2016-04-12,3.2,-45.0
2016-04-13,3.2,-45.0
2016-04-14,3.2,-45.0
2016-04-15,3.2,-45.0
2016-04-16,3.2,-45.0
2016-04-17,3.2,-45.0
2016-04-18,3.2,-45.0
2016-04-19,3.2,-45.0
2016-04-20,3.2,-45.0
2016-04-21,3.2,-45.0
2016-04-22,3.2,-45.0
2016-04-23,3.2,-45.0
2016-04-24,3.2,-45.0
2016-04-25,3.2,-45.0
2016-04-26,3.2,-45.0
2016-04-27,3.2,-45.0
2016-04-28,3.2,-45.0
2016-04-29,3.2,-45.0
2016-04-30,3.2,-45.0
2016-05-01,3.2,-45.0
2016-05-02,3.2,-45.0
2016-05-03,3.2,-45.0
2016-05-04,3.2,-45.0
2016-05-05,3.2,-45.0
2016-05-06,3.2,-45.0
2016-05-07,3.2,-45.0
2016-05-08,3.2,-45.0
2016-05-09,3.2,-45.0
2016-05-10,3.2,-45.0
2016-05-11,3.2,-45.0
2016-05-12,3.2,-45.0
2016-05-13,3.2,-45.0
2016-05-14,3.2,-45.0
2016-05-15,3.2,-45.0
2016-05-16,3.2,-45.0
2016-05-17,3.2,-45.0
2016-05-18,3.2,-45.0
2016-05-19,3.2,-45.0
2016-05-20,3.2,-45.0
2016-05-21,3.2,-45.0
2016-05-22,3.2,-45.0
2016-05-23,3.2,-45.0
2016-05-24,3.2,-45.0
2016-05-25,3.2,-45.0
2016-05-26,3.2,-45.0
2016-05-27,3.2,-45.0
2016-05-28,3.2,-45.0
2016-05-29,3.2,-45.0
2016-05-30,3.2,-45.0
